nom projet,work_Id,SPV,permalink,Type (AU),Responsable,date_PMBAIL,date_BAIL,date_Accord,date_fin_Chantier,date_debut_Chantier,date accord (PCM1),date accord (PCM2),date accord (PCM3),date accord (Transf DP),date accord (Transf PC),Validite,Reception DAACT,Type Tarif,Date T0,Date depot AO,Date Demande Racco,Date Reception PTF,Date reception CR(D),Date paiement acompte PTF,Date paiement acompte CR(D),Date reception (CARDI),Date MES,Date signature CA,Date GO CONSTRUCTION,Date Consuel,NB_PMBAIL,conf_PMBAIL,perM_PMBAIL,url_PMBAIL,Nom_PMBAIL,createdDate_PMBAIL,NB_EHF,conf_EHF,perM_EHF,url_EHF,Nom_EHF,createdDate_EHF,NB_SBN,conf_SBN,perM_SBN,url_SBN,Nom_SBN,createdDate_SBN,NB_PRODPC,conf_PRODPC,perM_PRODPC,url_PRODPC,Nom_PRODPC,createdDate_PRODPC,NB_ARRETEPC,conf_ARRETEPC,perM_ARRETEPC,url_ARRETEPC,Nom_ARRETEPC,createdDate_ARRETEPC,NB_PRODDP,conf_PRODDP,perM_PRODDP,url_PRODDP,Nom_PRODDP,createdDate_PRODDP,NB_ARRETEDP,conf_ARRETEDP,perM_ARRETEDP,url_ARRETEDP,Nom_ARRETEDP,createdDate_ARRETEDP,NB_CONSTATPC,conf_CONSTATPC,perM_CONSTATPC,url_CONSTATPC,Nom_CONSTATPC,createdDate_CONSTATPC,NB_CNRPC,conf_CNRPC,perM_CNRPC,url_CNRPC,Nom_CNRPC,createdDate_CNRPC,NB_CONSTATDP,conf_CONSTATDP,perM_CONSTATDP,url_CONSTATDP,Nom_CONSTATDP,createdDate_CONSTATDP,NB_CNRDP,conf_CNRDP,perM_CNRDP,url_CNRDP,Nom_CNRDP,createdDate_CNRDP,NB_PROROG1PC,conf_PROROG1PC,perM_PROROG1PC,url_PROROG1PC,Nom_PROROG1PC,createdDate_PROROG1PC,NB_PROROGCONSTAT1PC,conf_PROROGCONSTAT1PC,perM_PROROGCONSTAT1PC,url_PROROGCONSTAT1PC,Nom_PROROGCONSTAT1PC,createdDate_PROROGCONSTAT1PC,NB_PROROGCNR1PC,conf_PROROGCNR1PC,perM_PROROGCNR1PC,url_PROROGCNR1PC,Nom_PROROGCNR1PC,createdDate_PROROGCNR1PC,NB_PROROG2PC,conf_PROROG2PC,perM_PROROG2PC,url_PROROG2PC,Nom_PROROG2PC,createdDate_PROROG2PC,NB_PROROGCONSTAT2PC,conf_PROROGCONSTAT2PC,perM_PROROGCONSTAT2PC,url_PROROGCONSTAT2PC,Nom_PROROGCONSTAT2PC,createdDate_PROROGCONSTAT2PC,NB_PROROGCNR2PC,conf_PROROGCNR2PC,perM_PROROGCNR2PC,url_PROROGCNR2PC,Nom_PROROGCNR2PC,createdDate_PROROGCNR2PC,NB_PROROG1DP,conf_PROROG1DP,perM_PROROG1DP,url_PROROG1DP,Nom_PROROG1DP,createdDate_PROROG1DP,NB_PROROGCONSTAT1DP,conf_PROROGCONSTAT1DP,perM_PROROGCONSTAT1DP,url_PROROGCONSTAT1DP,Nom_PROROGCONSTAT1DP,createdDate_PROROGCONSTAT1DP,NB_PROROGCNR1DP,conf_PROROGCNR1DP,perM_PROROGCNR1DP,url_PROROGCNR1DP,Nom_PROROGCNR1DP,createdDate_PROROGCNR1DP,NB_PROROG2DP,conf_PROROG2DP,perM_PROROG2DP,url_PROROG2DP,Nom_PROROG2DP,createdDate_PROROG2DP,NB_PROROGCONSTAT2DP,conf_PROROGCONSTAT2DP,perM_PROROGCONSTAT2DP,url_PROROGCONSTAT2DP,Nom_PROROGCONSTAT2DP,createdDate_PROROGCONSTAT2DP,NB_PROROGCNR2DP,conf_PROROGCNR2DP,perM_PROROGCNR2DP,url_PROROGCNR2DP,Nom_PROROGCNR2DP,createdDate_PROROGCNR2DP,NB_DOC,conf_DOC,perM_DOC,url_DOC,Nom_DOC,createdDate_DOC,NB_DAACT,conf_DAACT,perM_DAACT,url_DAACT,Nom_DAACT,createdDate_DAACT,NB_PCM,conf_PCM,perM_PCM,url_PCM,Nom_PCM,createdDate_PCM,NB_PCMARRETE,conf_PCMARRETE,perM_PCMARRETE,url_PCMARRETE,Nom_PCMARRETE,createdDate_PCMARRETE,NB_PCMCONSTAT,conf_PCMCONSTAT,perM_PCMCONSTAT,url_PCMCONSTAT,Nom_PCMCONSTAT,createdDate_PCMCONSTAT,NB_PCMCNR,conf_PCMCNR,perM_PCMCNR,url_PCMCNR,Nom_PCMCNR,createdDate_PCMCNR,NB_PCM2,conf_PCM2,perM_PCM2,url_PCM2,Nom_PCM2,createdDate_PCM2,NB_PCMARRETE2,conf_PCMARRETE2,perM_PCMARRETE2,url_PCMARRETE2,Nom_PCMARRETE2,createdDate_PCMARRETE2,NB_PCMCONSTAT2,conf_PCMCONSTAT2,perM_PCMCONSTAT2,url_PCMCONSTAT2,Nom_PCMCONSTAT2,createdDate_PCMCONSTAT2,NB_PCMCNR2,conf_PCMCNR2,perM_PCMCNR2,url_PCMCNR2,Nom_PCMCNR2,createdDate_PCMCNR2,NB_PCM3,conf_PCM3,perM_PCM3,url_PCM3,Nom_PCM3,createdDate_PCM3,NB_PCMARRETE3,conf_PCMARRETE3,perM_PCMARRETE3,url_PCMARRETE3,Nom_PCMARRETE3,createdDate_PCMARRETE3,NB_PCMCONSTAT3,conf_PCMCONSTAT3,perM_PCMCONSTAT3,url_PCMCONSTAT3,Nom_PCMCONSTAT3,createdDate_PCMCONSTAT3,NB_PCMCNR3,conf_PCMCNR3,perM_PCMCNR3,url_PCMCNR3,Nom_PCMCNR3,createdDate_PCMCNR3,NB_TRANSFERT,conf_TRANSFERT,perM_TRANSFERT,url_TRANSFERT,Nom_TRANSFERT,createdDate_TRANSFERT,NB_TRANSFERTCONSTAT,conf_TRANSFERTCONSTAT,perM_TRANSFERTCONSTAT,url_TRANSFERTCONSTAT,Nom_TRANSFERTCONSTAT,createdDate_TRANSFERTCONSTAT,NB_TRANSFERTCNR,conf_TRANSFERTCNR,perM_TRANSFERTCNR,url_TRANSFERTCNR,Nom_TRANSFERTCNR,createdDate_TRANSFERTCNR,NB_LAUREAT,conf_LAUREAT,perM_LAUREAT,url_LAUREAT,Nom_LAUREAT,createdDate_LAUREAT,NB_DOSSIERAO,conf_DOSSIERAO,perM_DOSSIERAO,url_DOSSIERAO,Nom_DOSSIERAO,createdDate_DOSSIERAO,NB_DDROA,conf_DDROA,perM_DDROA,url_DDROA,Nom_DDROA,createdDate_DDROA,NB_DDRCRE,conf_DDRCRE,perM_DDRCRE,url_DDRCRE,Nom_DDRCRE,createdDate_DDRCRE,NB_PTF,conf_PTF,perM_PTF,url_PTF,Nom_PTF,createdDate_PTF,NB_CRD,conf_CRD,perM_CRD,url_CRD,Nom_CRD,createdDate_CRD,NB_ACOMPTEPTF,conf_ACOMPTEPTF,perM_ACOMPTEPTF,url_ACOMPTEPTF,Nom_ACOMPTEPTF,createdDate_ACOMPTEPTF,NB_ACOMPTECRD,conf_ACOMPTECRD,perM_ACOMPTECRD,url_ACOMPTECRD,Nom_ACOMPTECRD,createdDate_ACOMPTECRD,NB_CARDI,conf_CARDI,perM_CARDI,url_CARDI,Nom_CARDI,createdDate_CARDI,NB_CEX,conf_CEX,perM_CEX,url_CEX,Nom_CEX,createdDate_CEX,NB_MES,conf_MES,perM_MES,url_MES,Nom_MES,createdDate_MES,NB_CONTRATHA,conf_CONTRATHA,perM_CONTRATHA,url_CONTRATHA,Nom_CONTRATHA,createdDate_CONTRATHA,NB_CONSUELV1,conf_CONSUELV1,perM_CONSUELV1,url_CONSUELV1,Nom_CONSUELV1,createdDate_CONSUELV1,NB_DOEV1,conf_DOEV1,perM_DOEV1,url_DOEV1,Nom_DOEV1,createdDate_DOEV1,NB_PVRV1,conf_PVRV1,perM_PVRV1,url_PVRV1,Nom_PVRV1,createdDate_PVRV1,NB_CONSUELV2,conf_CONSUELV2,perM_CONSUELV2,url_CONSUELV2,Nom_CONSUELV2,createdDate_CONSUELV2,NB_DOEV2,conf_DOEV2,perM_DOEV2,url_DOEV2,Nom_DOEV2,createdDate_DOEV2,NB_PVRV2,conf_PVRV2,perM_PVRV2,url_PVRV2,Nom_PVRV2,createdDate_PVRV2,Mis à jour
Robin-103,IEACTCKNI4YSJ7FQ,BEENR-1,https://www.wrike.com/open.htm?id=824507568,PC,Anonyme,2020-08-28,2021-06-01,2020-08-18,,2021-05-18,,,,,,2023-08-19,,Obligation d'achat S17,2020-09-22,,2020-09-21,,2020-12-22,,,2021-09-06,2022-02-02,,2021-06-07,,1,1,https://www.wrike.com/open.htm?id=824507611,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=824507729,,,,1,1,https://www.wrike.com/open.htm?id=824507643,,,,1,1,https://www.wrike.com/open.htm?id=824507650,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=824507775,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=824507651,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=1018524658,,,,1,1,https://www.wrike.com/open.htm?id=1018524655,,,,2,1,https://www.wrike.com/open.htm?id=1018524664,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=1018524156,,,,2,1,https://www.wrike.com/open.htm?id=1018524165,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=824507792,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=824507662,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=824507665,,,,1,1,https://www.wrike.com/open.htm?id=824507659,,,,1,1,https://www.wrike.com/open.htm?id=824507658,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=1018526176,,,,2,1,https://www.wrike.com/open.htm?id=1018526232,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Robin-104,IEACTCKNI4YSKCIN,BEENR-1,https://www.wrike.com/open.htm?id=824510733,PC,Anonyme,2020-08-28,2021-06-01,2020-08-18,,2021-05-18,,,,,,2023-08-19,,Obligation d'achat S17,2020-09-22,,2020-09-21,,2020-12-22,,,2021-09-06,2022-02-02,,2021-06-07,,1,1,https://www.wrike.com/open.htm?id=824510824,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=824511137,,,,1,1,https://www.wrike.com/open.htm?id=824510880,,,,1,1,https://www.wrike.com/open.htm?id=824510893,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=824511226,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=824510899,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=1018537662,,,,1,1,https://www.wrike.com/open.htm?id=1018537658,,,,2,1,https://www.wrike.com/open.htm?id=1018537671,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=1018537378,,,,2,1,https://www.wrike.com/open.htm?id=1018537388,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=824511283,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=824510937,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=824510946,,,,1,1,https://www.wrike.com/open.htm?id=824510925,,,,1,1,https://www.wrike.com/open.htm?id=824510920,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=1018540087,,,,2,1,https://www.wrike.com/open.htm?id=1019203250,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Teissier-H-5,IEACTCKNI4YSKEHW,BEENR-1,https://www.wrike.com/open.htm?id=824512758,PC,Anonyme,2021-05-25,2021-05-25,2020-03-10,2021-01-22,2021-05-17,2021-03-02,,,,,2023-03-10,,Obligation d'achat S17,2020-05-04,,2020-03-20,,2020-07-31,,2020-07-31,2022-08-01,2022-07-21,,2021-11-23,,1,1,https://www.wrike.com/open.htm?id=824512835,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=824513005,,,,1,1,https://www.wrike.com/open.htm?id=824512879,,,,1,1,https://www.wrike.com/open.htm?id=824512884,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=824513058,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=824512885,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=1003572253,,,,1,1,https://www.wrike.com/open.htm?id=1003572251,,,,2,1,https://www.wrike.com/open.htm?id=1003572262,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=1018559127,,,,2,1,https://www.wrike.com/open.htm?id=1018559137,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=824513088,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=824512901,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=824512904,,,,1,1,https://www.wrike.com/open.htm?id=824512895,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=824512887,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=928203044,,,,2,1,https://www.wrike.com/open.htm?id=928203063,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Bataillou,IEACTCKNI4YS4K4T,ENOE PV14,https://www.wrike.com/open.htm?id=825109395,PC,Anonyme,2022-02-18,,2022-11-21,,,,,,,,2025-11-21,,Obligation d'achat S21,2023-01-23,,2023-01-23,,,,,,,,,,2,2,https://www.wrike.com/open.htm?id=853188076,,,,1,1,https://www.wrike.com/open.htm?id=953586965,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=863711652,,,,1,1,https://www.wrike.com/open.htm?id=863711666,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=928180225,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Dupeux,IEACTCKNI4YZJHWV,ENOE PV14,https://www.wrike.com/open.htm?id=831823573,PC,QUIQI Kawtar,2022-02-18,,2022-11-18,,,,,,,,2025-11-18,,Obligation d'achat S21,2023-01-30,,2023-01-09,,,,,,,,,,3,3,https://www.wrike.com/open.htm?id=852614917,,,,1,1,https://www.wrike.com/open.htm?id=936155848,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=889852918,,,,1,1,https://www.wrike.com/open.htm?id=889852928,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=889852931,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=936156018,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Gay,IEACTCKNI4Y4RAXU,ENOE PV14,https://www.wrike.com/open.htm?id=835224308,PC,YVIN Camille,2022-03-03,,2022-10-11,,,,,,,,2025-10-10,,Obligation d'achat S21,2023-01-12,,2023-01-12,,2023-02-15,,,,,,,,2,2,https://www.wrike.com/open.htm?id=855016920,,,,1,1,https://www.wrike.com/open.htm?id=932466582,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=866392501,,,,1,1,https://www.wrike.com/open.htm?id=866392580,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=866392620,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=928203214,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=928203375,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Milhoud-1-AP,IEACTCKNI4Y5LIOT,ENOE PV03,https://www.wrike.com/open.htm?id=836084179,PC,GAUBERTI Anansa,2020-01-07,2022-02-24,2021-01-07,,2021-01-31,,,,,,2024-01-08,,Obligation d'achat S21,,,2022-11-07,,,,,,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Lang-2,IEACTCKNI4Y6WRPX,A DETERMINER BAT,https://www.wrike.com/open.htm?id=837502455,PC,YVIN Camille,2022-02-01,,,,,,,,,,,,Obligation d'achat S21,,,,,,,,,,,,,2,2,https://www.wrike.com/open.htm?id=853806537,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Darrouzes-1-RR,IEACTCKNI4ZCKNNB,ENOE PV11,https://www.wrike.com/open.htm?id=841299361,PC,CONGARD Kévin,2020-07-23,2022-07-21,2021-08-26,,2023-02-27,,,,,,2024-08-26,,Obligation d'achat S21,2022-05-20,,2022-02-23,,2022-05-25,,2022-07-22,,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=841299595,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=841300100,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=841300132,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Greze-A-RR,IEACTCKNI4ZC3BOO,ENOE PV11,https://www.wrike.com/open.htm?id=841844174,PC,CONGARD Kévin,2021-03-31,,2022-01-05,,,,,,,,2025-01-05,,Obligation d'achat S21,2022-05-12,,2022-04-25,,2022-09-02,,2022-11-07,,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=841844304,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=841844520,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Nayral-RR,IEACTCKNI4ZC3CJA,ENOE PV11,https://www.wrike.com/open.htm?id=841845024,DP,Anonyme,2021-06-12,,2021-11-23,,,,,,,,2024-11-23,,Obligation d'achat S21,2022-03-10,,2022-02-22,,2022-07-08,,2022-09-12,,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=841845090,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=841845296,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=841845300,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Lemcaa-3-RR,IEACTCKNI4ZC3EFD,ENOE PV11,https://www.wrike.com/open.htm?id=841846947,PC,GAUBERTI Anansa,2020-02-04,,2020-11-23,,,,,,,,2023-11-24,,Obligation d'achat S21,2022-02-14,,2022-02-14,,2022-05-05,,2022-07-04,2022-09-28,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=841847212,,,,1,0,https://www.wrike.com/open.htm?id=841847330,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=841847739,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=841847761,,,,1,1,https://www.wrike.com/open.htm?id=841847888,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Mas-delmas-2-RR,IEACTCKNI4ZC3GG2,ENOE PV11,https://www.wrike.com/open.htm?id=841849050,DP,CONGARD Kévin,2020-11-17,,2021-10-26,,,,,,,,2024-10-26,,Obligation d'achat S21,2022-11-30,,2023-01-05,,,,,,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=841849123,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
